M-AILABS_ita_000337	galatea_07_barrili_f000106	In una città sono istituzioni, monumenti, musei;
M-AILABS_ita_000379	meraviglieduemila_16_salgari_f000120	I tre americani, il capitano, il pilota e Jao si affrettarono a raggiungere la bocca del pozzo.
M-AILABS_ita_000380	mattiapascal_16_pirandello_f000004	con la visiera del berrettino calcata fin sul naso, non tanto per nascondermi, quanto per non vedere.
M-AILABS_ita_000381	meraviglieduemila_09_salgari_f000060	che agivano ai due lati della prora, e che in pochi istanti sgretolavano i massi.
M-AILABS_ita_000382	mattiapascal_03_pirandello_f000094	quand'io la afferravo per le braccia e non volevo lasciarla se prima non le allungavo un bacio almeno su i capelli.
M-AILABS_ita_000383	la_contessa_di_karolystria_2_ghislanzoni_f000076	Mentre un gaglioffo di doganiere afferrava il morso della puledra, il visconte gli si accostò con un pretesto
M-AILABS_ita_000384	imalavoglia_14_verga_f000216	- Vanni Pizzuto a questora è nel suo letto, lui che se la prendeva con Piedipapera perché si acchiappa la senseria senza far nulla.
M-AILABS_ita_000385	mattiapascal_04_pirandello_f000106	Donde l'ira della vedova Pescatore.
M-AILABS_ita_000386	imalavoglia_14_verga_f000242	Infatti quei poveretti non dormivano, e stavano sulla porta, sotto la pioggia, come se avesse parlato loro il cuore;
M-AILABS_ita_000387	imalavoglia_15_verga_f000234	sino allOgnina e ad Aci Castello, e trascurava la conserva dei pomidoro e il tonno sottolio, per darsi a Dio.
M-AILABS_ita_000388	mattiapascal_16_pirandello_f000163	il sangue mi frizzava per le vene, il cuore mi batteva in tumulto.
M-AILABS_ita_000389	meraviglieduemila_06_salgari_f000093	- La macchina è pronta a portarci lassù, fino alla piattaforma.
M-AILABS_ita_000390	galatea_20_barrili_f000039	per esempio, non giuocherò più al lawn-tennis.
M-AILABS_ita_000391	ritrattodeldiavolo_12_barrili_f000172	Povero padre! Ed ora morto di crepacuore, sperando di ricongiungersi all'anima della sua diletta figliuola.
M-AILABS_ita_000392	la_contessa_di_karolystria_5_ghislanzoni_f000177	Quella colazione era destinata a Boo-boom-bom, l'uomo più grasso del mondo, sul quale
M-AILABS_ita_000393	galatea_08_barrili_f000042	le quali, poi, dispiccate dalle fibre del legno nel dolce silenzio d'una notte di primavera
M-AILABS_ita_000394	imalavoglia_13_verga_f000519	con tutte le altre donne che sono al mondo per farci dannare lanima.
M-AILABS_ita_000395	meraviglieduemila_05_salgari_f000097	- Anche tu dottore! - esclamò Toby.
M-AILABS_ita_000396	imalavoglia_15_verga_f000493	mentre il cane gli abbaiava dietro, e gli diceva col suo abbaiare che era solo in mezzo al paese.
M-AILABS_ita_000397	mattiapascal_06_pirandello_f000076	Lo spiegai, e al lume del lampadino elettrico, mi misi a leggere.
M-AILABS_ita_000398	galatea_14_barrili_f000267	Non siete voi, signor Morelli degnissimo, voi per l'appunto, che non avete voluto nessuno alle prove?
M-AILABS_ita_000399	mattiapascal_12_pirandello3_f000292	Mio suocero rimanga dov'è: e noi altri tre pure così, come stiamo. Va bene?
M-AILABS_ita_000400	ritrattodeldiavolo_06_barrili_f000187	--Abbiate le mie congratulazioni. Quantunque, potete anche farne di meno. --V'ingannate, Parri;
M-AILABS_ita_000401	galatea_15_barrili_f000021	un terzo, nel mezzo della sala, era coperto dal tavolato, messo là per le prove di scherma.
M-AILABS_ita_000402	imalavoglia_02_verga_f000236	- Almeno laccendessero, i loro lumi!
M-AILABS_ita_000403	ritrattodeldiavolo_08_barrili_f000011	La vita, che in tante occasioni è sospesa ad un filo
M-AILABS_ita_000404	la_contessa_di_karolystria_7_ghislanzoni_f000125	e l'ho posto sul traversino del portapanni.
M-AILABS_ita_000405	imalavoglia_09_verga_f000467	Di solito gli uomini non simmischiano in quelle liti di donne
M-AILABS_ita_000406	ritrattodeldiavolo_07_barrili_f000274	E avvicinatosi a lei, le bisbigliò all'orecchio una dolce parola. --Andiamo; --balbettò ella. --Mi farà bene... con voi.
M-AILABS_ita_000407	meraviglieduemila_01_salgari_f000203	- No, mio caro James, io penso - rispose il dottore, ridendo.
M-AILABS_ita_000408	meraviglieduemila_09_salgari_f000123	Disgraziatamente per loro, non si nutrivano più colle carni delle loro foche come un secolo prima
M-AILABS_ita_000409	galatea_05_barrili_f000148	fino al borro dove ha le sue sorgenti il fiume, diventato una cosa da nulla, e donde
M-AILABS_ita_000410	meraviglieduemila_12_salgari_f000061	- Sono più di cinquantanni che gli orsi sono scomparsi - rispose Holker.
M-AILABS_ita_000411	ritrattodeldiavolo_11_barrili_f000243	--Sì, mi pare d'averlo conosciuto; --rispondeva frattanto.
M-AILABS_ita_000412	ritrattodeldiavolo_03_barrili_f000281	Tanto è vero che ognuno, purchè voglia, più passarsi dell'opera d'un altro, sia egli servitore od aiuto!
M-AILABS_ita_000413	ritrattodeldiavolo_14_barrili_f000082	se a lui per la prima volta occorreva così facilmente di ritrarre una cara sembianza
M-AILABS_ita_000414	galatea_13_barrili_f000428	Debbo calmarmi, tuttavia, perchè le Berti son vicine e mi chiamano.
M-AILABS_ita_000415	galatea_18_barrili_f000119	Sento e non sento il suo bastone toccar me;
M-AILABS_ita_000416	imalavoglia_09_verga_f000210	- Quei poveri Malavoglia, - diceva incontrando sulla piazza Campana di legno, - Dio gliela mandi buona! Hanno la iettatura addosso!
M-AILABS_ita_000417	la_contessa_di_karolystria_7_ghislanzoni_f000181	Ma il buon prelato non ebbe tempo di raccogliere un sol filo, che un elegante zerbinotto, seguito da un domestico, entrò nella sala.
M-AILABS_ita_000418	galatea_03_barrili_f000009	Ma no, non voglio rifarti l'enumerazione degli atti;
M-AILABS_ita_000419	ritrattodeldiavolo_03_barrili_f000123	E per la prima volta ne diceva abbastanza, non vi pare?
M-AILABS_ita_000420	imalavoglia_15_verga_f000092	ma ci pensavano tutti e tre, mentre stavano a guardare il lume, colle braccia sui ginocchi.
M-AILABS_ita_000421	ritrattodeldiavolo_01_barrili_f000120	--Ma ti piacerà poi da senno, il mio beato Masuolo? Vieni sul ponte e sia come ti pare. Spinello non se lo fece dire due volte;
M-AILABS_ita_000422	mattiapascal_14_pirandello_f000123	schiava del timore d'essere scoperto, pur senza aver commesso alcun delitto?
M-AILABS_ita_000423	ritrattodeldiavolo_13_barrili_f000063	--La voce ne è corsa; ma speriamo che sia esagerata; --disse messer Dardano.
M-AILABS_ita_000424	imalavoglia_09_verga_f000174	- Ve lo dico io in due parole comè, - raccontava intanto laltro soldato.
M-AILABS_ita_000425	ritrattodeldiavolo_13_barrili_f000250	Temeva di esservi inutile, il poveretto! Non ha molta levatura d'ingegno, ma per contro, ci ha un discreto amor proprio.
M-AILABS_ita_000426	meraviglieduemila_02_salgari_f000139	Essendo già calate le tenebre, accese una lampada elettrica e scorse una scaletta scavata nella viva roccia.
M-AILABS_ita_000427	mattiapascal_10_pirandello_f000052	E s'allontanò, cempennante, reggendosi con una mano al muro.
M-AILABS_ita_000428	mattiapascal_13_pirandello_f000071	- Ma se lei vuol lasciare andare...
M-AILABS_ita_000429	meraviglieduemila_12_salgari_f000077	- Da sessanta e più anni non si mostrano più sulle coste canadesi.
M-AILABS_ita_000430	meraviglieduemila_10_salgari_f000064	Gli costruiscono a poca distanza una nuova capanna di ghiaccio, vi stendono delle pelli, vi portano una brocca dacqua ed una lampada.
M-AILABS_ita_000431	mattiapascal_01_pirandello_f000025	o forse sperò che il suo lascito dovesse col tempo e con la comodità accendere nel loro animo l'amore per lo studio.
M-AILABS_ita_000432	mattiapascal_08_pirandello_f000193	Ebbene, erano gl'inconvenienti della mia fortuna. Pazienza! Mi sarei scoraggiato per questo?
M-AILABS_ita_000433	ritrattodeldiavolo_01_barrili_f000191	--disse Spinello, a cui brillavano gli occhi dalla contentezza.
M-AILABS_ita_000434	meraviglieduemila_17_salgari_f000094	Non potendo cucinare tutti quei piccoli pesci, poichè i fornelli a radium si trovavano in fondo alla città galleggiante
M-AILABS_ita_000435	mattiapascal_04_pirandello_f000203	- Vedrai come si sta allegri! Ma egli scosse il capo, seriamente, con gli occhi chiusi;
M-AILABS_ita_000436	mattiapascal_16_pirandello_f000117	indagini frettolose, sospetti, strampalate ipotesi, insinuazioni, vane ricerche;
M-AILABS_ita_000437	galatea_08_barrili_f000012	Non bisogna mai scriver nomi di donne;
M-AILABS_ita_000438	la_contessa_di_karolystria_6_ghislanzoni_f000054	--Libera! libera! libera! esclama la contessa, battendo le palme.
M-AILABS_ita_000439	mattiapascal_06_pirandello_f000139	Finalmente il treno s'arrestò a un'altra stazione.
M-AILABS_ita_000440	ritrattodeldiavolo_07_barrili_f000254	--Tuccio,--diss'egli allora,--vi prego, chiamate mastro Jacopo.
M-AILABS_ita_000441	galatea_18_barrili_f000163	ma ora, sia lode al cielo, sono tranquillo.
M-AILABS_ita_000442	galatea_04_barrili_f000087	Sono essi il maggior numero, vorrà convenirne.
M-AILABS_ita_000443	ritrattodeldiavolo_07_barrili_f000197	ha lasciato cadere un piccolo specchio, che è andato, come potete immaginarvi, in tanti minuzzoli.
M-AILABS_ita_000444	meraviglieduemila_03_salgari_f000111	Il signor Holker era già seduto a tavola, la quale era coperta da una tovaglia colorata che non sembrava di tela.
M-AILABS_ita_000445	la_contessa_di_karolystria_6_ghislanzoni_f000021	--Contessa! la mia vita... il mio sangue....
M-AILABS_ita_000446	mattiapascal_02_pirandello_f000142	Quanto con un siffatto precettore dovessimo profittar nello studio, non sarà difficile immaginare.
M-AILABS_ita_000447	la_contessa_di_karolystria_5_ghislanzoni_f000160	--Visconte! esclamò la contessa stendendo al giovane la sua bella mano diafana e sottile--la vostra avventura è davvero singolarissima;
M-AILABS_ita_000448	ritrattodeldiavolo_06_barrili_f000179	--C'è... c'è, amici miei, una grande novità. Ve la dò a indovinare alle cento.
M-AILABS_ita_000449	meraviglieduemila_06_salgari_f000113	Ciò mi preoccupa, amico James, non te lo nascondo. - Perchè?
M-AILABS_ita_000450	galatea_11_barrili_f000285	Animo, dunque, la preghi un pochino, e si faccia dir tutto.
M-AILABS_ita_000451	mattiapascal_07_pirandello_f000266	Dal ritegno anzi che ne provavo, mi accorsi ch'io non avevo affatto il gusto della menzogna.
M-AILABS_ita_000452	mattiapascal_10_pirandello_f000207	mi nasceva a mano a mano il rimpianto d'un bene che non avevo allora realmente goduto;
M-AILABS_ita_000453	galatea_13_barrili_f000372	ed oramai spadroneggiava in quella povera testa, che si era creduta così forte.
M-AILABS_ita_000454	mattiapascal_14_pirandello_f000190	se poi per caso fosse sorta qualche difficoltà non improbabile per ritirarlo
M-AILABS_ita_000455	imalavoglia_09_verga_f000033	- Prima deve maritarsi la Mena. - E dopo vengo io! - conchiuse Antoni.
M-AILABS_ita_000456	ritrattodeldiavolo_01_barrili_f000212	Non aveva occhi che per mastro Jacopo e pendeva dalle sue labbra.
M-AILABS_ita_000457	galatea_17_barrili_f000243	Pilade balena un istante, ed ammicca.
M-AILABS_ita_000458	ritrattodeldiavolo_07_barrili_f000303	Allora il povero padre si cacciò avanti con impeto disperato, gridando: --Mia figlia! mia, figlia!--.
M-AILABS_ita_000459	ritrattodeldiavolo_07_barrili_f000341	ma le preghiere non facevano che accrescerne il furore, e fu necessario di trascinarlo a forza.
M-AILABS_ita_000460	mattiapascal_02_pirandello_f000145	e ricorreva a mille espedienti per fermare in qualche modo la nostra attenzione.
M-AILABS_ita_000461	meraviglieduemila_01_salgari_f000135	- E ci sei riuscito? - Pienamente - rispose Toby.
M-AILABS_ita_000462	ritrattodeldiavolo_03_barrili_f000037	Ma già deve trovarla sempre, e per ogni cosa, la ragione sufficiente?
M-AILABS_ita_000463	meraviglieduemila_13_salgari_f000051	investendo poderosamente le ali e le eliche del Centauro.
M-AILABS_ita_000464	imalavoglia_15_verga_f000218	- Già! - sentenziava don Franco colla barba in aria
M-AILABS_ita_000465	galatea_15_barrili_f000161	Anche colla sciabola faccio, senza volerlo, il giuoco della spada;
M-AILABS_ita_000466	galatea_19_barrili_f000353	sarebbe stato un miracolo.
M-AILABS_ita_000467	meraviglieduemila_05_salgari_f000013	- Tu lo avevi informato che un tuo antenato dormiva da cento anni? - Sì, zio - rispose Holker.
M-AILABS_ita_000468	imalavoglia_10_verga_f000109	e arrivò unondata che non si era vista da dove fosse venuta
M-AILABS_ita_000469	mattiapascal_18_pirandello_f000042	possiamo rispondere allo zoologo che l'uomo ch'egli conosce non esiste, e che invece esistono gli uomini
M-AILABS_ita_000470	galatea_06_barrili_f000095	Per passare la musoneria, lo so bene, ci si beve di più;
M-AILABS_ita_000471	meraviglieduemila_03_salgari_f000036	qui in casa mia... Ricoricatevi, fate una buona dormita e questa sera pranzeremo insieme, ne sono certo.
M-AILABS_ita_000472	galatea_13_barrili_f000120	Abbandonato da Filippo, dalla signorina Wilson, e perfino da quello scellerato di Buci
M-AILABS_ita_000473	mattiapascal_03_pirandello_f000036	per esempio, come questo - e giù il boccone - si debba poi star male un'intera giornata.
M-AILABS_ita_000474	mattiapascal_05_pirandello_f000277	La donnetta aveva dovuto vincer bene, quella sera, seguendo il mio giuoco, giacché, all'uscita, non s'era più fatta vedere.
M-AILABS_ita_000475	ritrattodeldiavolo_05_barrili_f000383	Quella che avete stretta al seno in un impeto d'amore
M-AILABS_ita_000476	ritrattodeldiavolo_05_barrili_f000356	V'ho a raccontare come non gli riescisse? Sarebbe una ripetizione.
M-AILABS_ita_000477	mattiapascal_03_pirandello_f000340	- Vorresti mostrargliela?
M-AILABS_ita_000478	mattiapascal_13_pirandello_f000219	qua, perbacco! Non rompete la catena! Ora viene il meglio! Max! Max! - Ma che Max! - esclamò Papiano
M-AILABS_ita_000479	imalavoglia_02_verga_f000310	- Oh siete ancora là, compare Alfio! - rispose Mena, la quale era rimasta sul ballatoio ad aspettare il nonno.
M-AILABS_ita_000480	imalavoglia_07_verga_f000468	Fine Del Capitulo Settimo.
M-AILABS_ita_000481	ritrattodeldiavolo_12_barrili_f000120	--Madonna, voi siete morta per tutti, così per vostro padre, come per ogni altro cittadino d'Arezzo.
M-AILABS_ita_000482	imalavoglia_10_verga_f000189	La barca saltò come un puledro sullo scoglio, e venne e cadere in secco, col naso in giù.
M-AILABS_ita_000483	galatea_05_barrili_f000139	tanto graditi nell'autunno agli uccelli di passo;
M-AILABS_ita_000484	mattiapascal_10_pirandello_f000236	Il nonno infatti riteneva fermamente, non so per quali sue ragioni
M-AILABS_ita_000485	mattiapascal_02_pirandello_f000110	altissimo di statura;
M-AILABS_ita_000486	galatea_19_barrili_f000016	La voluminosa Giunone e le sue tre graziose figliuole m'hanno fatto una festa da non dirsi.
M-AILABS_ita_000487	mattiapascal_05_pirandello_f000063	le quali pure, prive come sono d'ogni educazione, non possono goderne.
M-AILABS_ita_000488	galatea_19_barrili_f000336	C'è ora quest'altro ponticello, che cavalca lo sportello della cateratta.
M-AILABS_ita_000489	imalavoglia_01_verga_f000122	e la povera Longa non si saziava di guardare il tappeto e la cortina e quella colonna contro cui il suo ragazzo stava ritto impalato
M-AILABS_ita_000490	galatea_12_barrili_f000140	--Sai che l'inglese è la mia passione; --gli dissi.
M-AILABS_ita_000491	ritrattodeldiavolo_01_barrili_f000039	col consiglio di sessanta cittadini dei più ricchi e più onorati, alla cura dei quali era commesso tutto il reggimento.
M-AILABS_ita_000492	meraviglieduemila_14_salgari_f000085	Per di più ogni anno abbiamo un mese di permesso che trascorriamo in patria.
M-AILABS_ita_000493	mattiapascal_15_pirandello_f000499	di gomma le vene, nelle quali un po' d'acqua tinta avrebbe dovuto scorrere, invece di sangue: allora sì! Via, dunque, giù, giù
M-AILABS_ita_000494	galatea_03_barrili_f000005	li chiama il fresco di queste convalli, e finalmente lo spirito d'imitazione, che l'uomo ha comune con tanti altri animali.
M-AILABS_ita_000495	galatea_18_barrili_f000103	--È una graffiatura. Questi bastoni son troppo sottili, cedono troppo, e la parata non serve sempre a sviare la botta.
M-AILABS_ita_000496	meraviglieduemila_16_salgari_f000031	Infuria sempre tremendamente e temo che ci faccia ballare per molto tempo.
M-AILABS_ita_000497	meraviglieduemila_03_salgari_f000051	La popolazione è fuggita e gli anarchici hanno saccheggiata la città.
M-AILABS_ita_000498	ritrattodeldiavolo_02_barrili_f000177	Le ragioni dell'arte son qui, nel braccio e nella schiena; il resto non vale più che tanto.
M-AILABS_ita_000499	galatea_06_barrili_f000097	volano i motti pungenti e si risica di finire come alle nozze di Pulcinella, che le furon legnate.
M-AILABS_ita_000500	imalavoglia_15_verga_f000383	-- No, che non è questo il motivo per cui non volete dirmi di sì! - ripeteva compar Alfio col viso basso come lei.
M-AILABS_ita_000501	mattiapascal_10_pirandello_f000430	come tutti la chiamavano, Mamma Carità
M-AILABS_ita_000502	meraviglieduemila_15_salgari_f000184	Jao condusse i suoi ospiti verso una bella casetta, tutta costruita in lamine di ferro, divisa in quattro minuscole stanze
M-AILABS_ita_000503	galatea_06_barrili_f000170	poi, piantati i piuoli, aveva rizzata nel mezzo la rete, che fa nel lawn-tenis l'uffizio del cordino nel giuoco del pallone
M-AILABS_ita_000504	imalavoglia_13_verga_f000104	dacché guardava cogli occhi torvi lui e Rocco Spatu e Cinghialenta quando li incontrava;
M-AILABS_ita_000505	meraviglieduemila_05_salgari_f000122	- Sono officine meccaniche - rispose Holker.
M-AILABS_ita_000506	meraviglieduemila_17_salgari_f000177	che ormai non cera più, minacciando di sfondare le pareti della città galleggiante e di annegare tutti.
M-AILABS_ita_000507	mattiapascal_07_pirandello_f000308	la mia esistenza reale, ero nell'impossibilità di procacciarmi un qualche impiego;
M-AILABS_ita_000508	meraviglieduemila_02_salgari_f000075	- Come il mio antenato. - Sapete come dovete operare?
M-AILABS_ita_000509	imalavoglia_10_verga_f000226	- gli abbiamo fatta la fasciatura;
M-AILABS_ita_000510	imalavoglia_07_verga_f000122	per dipanare le reti che non finivano più, e pareva un serpente colla coda.
M-AILABS_ita_000511	meraviglieduemila_15_salgari_f000114	Condusse i tre viaggiatori ed il capitano dinanzi ad una specie di pozzo che sapriva nel mezzo della cupola dove si trovava pronto un ascensore.
M-AILABS_ita_000512	mattiapascal_07_pirandello_f000112	Che dovevo farne?
M-AILABS_ita_000513	mattiapascal_11_pirandello_f000140	- Ajutarlo? In che cosa?
M-AILABS_ita_000514	meraviglieduemila_10_salgari_f000156	e ad ogni venti chilometri vi era uno sbocco laterale
M-AILABS_ita_000515	mattiapascal_09_pirandello_f000242	- Il cervello sarebbe il pianoforte; il sonatore l'anima?
M-AILABS_ita_000516	mattiapascal_03_pirandello_f000013	il sarto, per vestirgli quelle gambette, era costretto a tagliargli quanto mai agiati i calzoni;
M-AILABS_ita_000517	meraviglieduemila_01_salgari_f000275	Uscito dalla cinta, il piccolo cavallo aveva preso una via abbastanza larga che costeggiava loceano
M-AILABS_ita_000518	meraviglieduemila_17_salgari_f000260	- Sotto, i forzati urlavano a squarciagola.
M-AILABS_ita_000519	ritrattodeldiavolo_11_barrili_f000342	Chiunque ha perduto una persona caramente diletta ama il suo dolore e prova come un'amara voluttà a rinfrancarlo
M-AILABS_ita_000520	meraviglieduemila_18_salgari_f000147	- È finita - disse il capitano, che per la prima volta apparve un po commosso.
M-AILABS_ita_000521	galatea_07_barrili_f000088	Da Cuma, poi, o da altro dei suoi luoghi di villeggiatura, non scriveva più lettere
M-AILABS_ita_000522	galatea_12_barrili_f000145	--Lasciami dar la valigia a qualcheduno.
M-AILABS_ita_000523	galatea_06_barrili_f000145	--Che c'è? --domandano le signore, poichè la contessa ha parlato a voce alta, e non vuol far mistero di nulla.
M-AILABS_ita_000524	la_contessa_di_karolystria_6_ghislanzoni_f000091	Io so che di questa apostrofe al fato da taluni chiamato anche dito di Dio non va esente verun romanzo dell'epoca antica e moderna;
M-AILABS_ita_000525	ritrattodeldiavolo_12_barrili_f000334	Siffatti uomini, quando l'occasione li fa innalzare a più grandi propositi
M-AILABS_ita_000526	imalavoglia_04_verga_f000041	Intanto don Giammaria buttava in fretta quattro colpi daspersorio sul cataletto
M-AILABS_ita_000527	imalavoglia_02_verga_f000199	- Lo zio Crocifisso, con quellaria di Peppinino se la mette in tasca la Vespa! ripigliava la cugina Anna.
M-AILABS_ita_000528	mattiapascal_16_pirandello_f000116	in casa Paleari! Rimescolìo, sbalordimento, curiosità morbosa di estranei
M-AILABS_ita_000529	galatea_03_barrili_f000013	tanto più che la gente, venuta per goder l'aria, sta in casa il meno che può.
M-AILABS_ita_000530	imalavoglia_10_verga_f000550	e gli amici gli accennavano col capo, sogghignando, quando andava a chiacchierare nella spezieria.
M-AILABS_ita_000531	galatea_15_barrili_f000040	 Frattanto otteneva silenzio la contessa Quarneri, apparendo sul palco.
M-AILABS_ita_000532	meraviglieduemila_08_salgari_f000107	- Brandok! - Toby! - Sogni ancora? - Sempre. - E sogno anchio.
M-AILABS_ita_000533	meraviglieduemila_09_salgari_f000020	- E piantare cavoli e seminar grano - disse Brandok, ridendo.
M-AILABS_ita_000534	ritrattodeldiavolo_07_barrili_f000137	In apparenza, era sempre contegnosa e tranquilla, come quando sentiva il susurro degli inni che volavano a lei d'ogni parte
M-AILABS_ita_000535	ritrattodeldiavolo_13_barrili_f000043	in via della Scala, e messer Dardano non poteva averlo dimenticato così facilmente.
M-AILABS_ita_000536	imalavoglia_15_verga_f000312	poi si voltò dallaltra parte e non si mosse più.
M-AILABS_ita_000537	imalavoglia_15_verga_f000154	a raccontargli delle fiabe, come ai bambini, e a filare, quando non aveva da andare al lavatoio.
M-AILABS_ita_000538	meraviglieduemila_15_salgari_f000072	- Passano delle reti, delle macchine per eseguire varie produzioni, come stoffe
M-AILABS_ita_000539	galatea_04_barrili_f000032	nè a Galatea, il cui bel nome le è capitato sott'occhio.
M-AILABS_ita_000540	imalavoglia_10_verga_f000293	Intanto cominciavano ad udirsi i pescatori che si chiamavano da un uscio allaltro,
M-AILABS_ita_000541	ritrattodeldiavolo_03_barrili_f000016	Due sentimenti diversi lo persuadevano a ciò. Il primo era quello dell'ambizione.
M-AILABS_ita_000542	imalavoglia_02_verga_f000223	e don Giammaria gli gridava dalla piazza:
M-AILABS_ita_000543	mattiapascal_14_pirandello_f000022	del buon esito dell'operazione e della barba ricresciuta e anche del pallore che in qualche modo m'ingentiliva l'aspetto.
M-AILABS_ita_000544	ritrattodeldiavolo_01_barrili_f000074	Del resto, la grazia e l'eleganza femminile c'erano tutte, nel viso di madonna
